surah_no,surah_name_en,surah_name_ar,surah_name_roman,ayah_no_surah,ayah_no_quran,ayah_ar,ayah_en,ruko_no,juz_no,manzil_no,hizb_quarter,total_ayah_surah,total_ayah_quran,place_of_revelation,sajah_ayah,sajdah_no,no_of_word_ayah,list_of_words
8,The Spoils of War,الأنفال,Al-Anfal,70,1230,يأيها ٱلنبى قل لمن فى أيديكم من ٱلأسرى إن يعلم ٱلله فى قلوبكم خيرا يؤتكم خيرا مما أخذ منكم ويغفر لكم  وٱلله غفور رحيم,"O Prophet! Tell the captives in your custody, “If Allah finds goodness in your hearts, He will give you better than what has been taken from you, and forgive you. For Allah is All-Forgiving, Most Merciful.”",155,10,2,74,75,6236,Medinan,False,nan,25,"[يأيها,ٱلنبى,قل,لمن,فى,أيديكم,من,ٱلأسرى,إن,يعلم,ٱلله,فى,قلوبكم,خيرا,يؤتكم,خيرا,مما,أخذ,منكم,ويغفر,لكم,,وٱلله,غفور,رحيم]"
8,The Spoils of War,الأنفال,Al-Anfal,71,1231,وإن يريدوا خيانتك فقد خانوا ٱلله من قبل فأمكن منهم  وٱلله عليم حكيم,"But if their intention is only to betray you ˹O Prophet˺, they sought to betray Allah before. But He gave you power over them. And Allah is All-Knowing, All-Wise.",155,10,2,74,75,6236,Medinan,False,nan,14,"[وإن,يريدوا,خيانتك,فقد,خانوا,ٱلله,من,قبل,فأمكن,منهم,,وٱلله,عليم,حكيم]"
8,The Spoils of War,الأنفال,Al-Anfal,72,1232,إن ٱلذين ءامنوا وهاجروا وجهدوا بأمولهم وأنفسهم فى سبيل ٱلله وٱلذين ءاووا ونصروا أولئك بعضهم أولياء بعض  وٱلذين ءامنوا ولم يهاجروا ما لكم من وليتهم من شىء حتى يهاجروا  وإن ٱستنصروكم فى ٱلدين فعليكم ٱلنصر إلا على قوم بينكم وبينهم ميثق  وٱلله بما تعملون بصير,"Those who believed, emigrated, and strived with their wealth and lives in the cause of Allah, as well as those who gave them shelter and help—they are truly guardians of one another. As for those who believed but did not emigrate, you have no obligations to them until they emigrate. But if they seek your help ˹against persecution˺ in faith, it is your obligation to help them, except against people bound with you in a treaty. Allah is All-Seeing of what you do.",155,10,2,74,75,6236,Medinan,False,nan,48,"[إن,ٱلذين,ءامنوا,وهاجروا,وجهدوا,بأمولهم,وأنفسهم,فى,سبيل,ٱلله,وٱلذين,ءاووا,ونصروا,أولئك,بعضهم,أولياء,بعض,,وٱلذين,ءامنوا,ولم,يهاجروا,ما,لكم,من,وليتهم,من,شىء,حتى,يهاجروا,,وإن,ٱستنصروكم,فى,ٱلدين,فعليكم,ٱلنصر,إلا,على,قوم,بينكم,وبينهم,ميثق,,وٱلله,بما,تعملون,بصير]"
8,The Spoils of War,الأنفال,Al-Anfal,73,1233,وٱلذين كفروا بعضهم أولياء بعض  إلا تفعلوه تكن فتنة فى ٱلأرض وفساد كبير,"As for the disbelievers, they are guardians of one another. And unless you ˹believers˺ act likewise, there will be great oppression and corruption in the land.",155,10,2,74,75,6236,Medinan,False,nan,14,"[وٱلذين,كفروا,بعضهم,أولياء,بعض,,إلا,تفعلوه,تكن,فتنة,فى,ٱلأرض,وفساد,كبير]"
8,The Spoils of War,الأنفال,Al-Anfal,74,1234,وٱلذين ءامنوا وهاجروا وجهدوا فى سبيل ٱلله وٱلذين ءاووا ونصروا أولئك هم ٱلمؤمنون حقا  لهم مغفرة ورزق كريم,"Those who believed, migrated, and struggled in the cause of Allah, and those who gave ˹them˺ shelter and help, they are the true believers. They will have forgiveness and an honourable provision.",155,10,2,74,75,6236,Medinan,False,nan,19,"[وٱلذين,ءامنوا,وهاجروا,وجهدوا,فى,سبيل,ٱلله,وٱلذين,ءاووا,ونصروا,أولئك,هم,ٱلمؤمنون,حقا,,لهم,مغفرة,ورزق,كريم]"
8,The Spoils of War,الأنفال,Al-Anfal,75,1235,وٱلذين ءامنوا من بعد وهاجروا وجهدوا معكم فأولئك منكم  وأولوا ٱلأرحام بعضهم أولى ببعض فى كتب ٱلله  إن ٱلله بكل شىء عليم,"And those who later believed, migrated, and struggled alongside you, they are also with you. But only blood relatives are now entitled to inherit from one another, as ordained by Allah. Surely Allah has ˹full˺ knowledge of everything.",155,10,2,74,75,6236,Medinan,False,nan,24,"[وٱلذين,ءامنوا,من,بعد,وهاجروا,وجهدوا,معكم,فأولئك,منكم,,وأولوا,ٱلأرحام,بعضهم,أولى,ببعض,فى,كتب,ٱلله,,إن,ٱلله,بكل,شىء,عليم]"
9,The Repentance,التوبة,At-Tawbah,1,1236,براءة من ٱلله ورسولهۦ إلى ٱلذين عهدتم من ٱلمشركين,"˹This is˺ a discharge from all obligations, by Allah and His Messenger, to the polytheists you ˹believers˺ have entered into treaties with:",156,10,2,75,129,6236,Medinan,False,nan,9,"[براءة,من,ٱلله,ورسولهۦ,إلى,ٱلذين,عهدتم,من,ٱلمشركين]"
9,The Repentance,التوبة,At-Tawbah,2,1237,فسيحوا فى ٱلأرض أربعة أشهر وٱعلموا أنكم غير معجزى ٱلله  وأن ٱلله مخزى ٱلكفرين,"“You ˹polytheists˺ may travel freely through the land for four months, but know that you will have no escape from Allah, and that Allah will disgrace the disbelievers.”",156,10,2,75,129,6236,Medinan,False,nan,15,"[فسيحوا,فى,ٱلأرض,أربعة,أشهر,وٱعلموا,أنكم,غير,معجزى,ٱلله,,وأن,ٱلله,مخزى,ٱلكفرين]"
9,The Repentance,التوبة,At-Tawbah,3,1238,وأذن من ٱلله ورسولهۦ إلى ٱلناس يوم ٱلحج ٱلأكبر أن ٱلله برىء من ٱلمشركين  ورسولهۥ  فإن تبتم فهو خير لكم  وإن توليتم فٱعلموا أنكم غير معجزى ٱلله  وبشر ٱلذين كفروا بعذاب أليم,"A declaration from Allah and His Messenger ˹is made˺ to all people on the day of the greater pilgrimage that Allah and His Messenger are free of the polytheists. So if you ˹pagans˺ repent, it will be better for you. But if you turn away, then know that you will have no escape from Allah. And give good news ˹O Prophet˺ to the disbelievers of a painful punishment.",156,10,2,75,129,6236,Medinan,False,nan,36,"[وأذن,من,ٱلله,ورسولهۦ,إلى,ٱلناس,يوم,ٱلحج,ٱلأكبر,أن,ٱلله,برىء,من,ٱلمشركين,,ورسولهۥ,,فإن,تبتم,فهو,خير,لكم,,وإن,توليتم,فٱعلموا,أنكم,غير,معجزى,ٱلله,,وبشر,ٱلذين,كفروا,بعذاب,أليم]"
9,The Repentance,التوبة,At-Tawbah,4,1239,إلا ٱلذين عهدتم من ٱلمشركين ثم لم ينقصوكم شيـا ولم يظهروا عليكم أحدا فأتموا إليهم عهدهم إلى مدتهم  إن ٱلله يحب ٱلمتقين,"As for the polytheists who have honoured every term of their treaty with you and have not supported an enemy against you, honour your treaty with them until the end of its term. Surely Allah loves those who are mindful ˹of Him˺.",156,10,2,75,129,6236,Medinan,False,nan,23,"[إلا,ٱلذين,عهدتم,من,ٱلمشركين,ثم,لم,ينقصوكم,شيـا,ولم,يظهروا,عليكم,أحدا,فأتموا,إليهم,عهدهم,إلى,مدتهم,,إن,ٱلله,يحب,ٱلمتقين]"
9,The Repentance,التوبة,At-Tawbah,5,1240,فإذا ٱنسلخ ٱلأشهر ٱلحرم فٱقتلوا ٱلمشركين حيث وجدتموهم وخذوهم وٱحصروهم وٱقعدوا لهم كل مرصد  فإن تابوا وأقاموا ٱلصلوة وءاتوا ٱلزكوة فخلوا سبيلهم  إن ٱلله غفور رحيم,"But once the Sacred Months have passed, kill the polytheists ˹who violated their treaties˺ wherever you find them, capture them, besiege them, and lie in wait for them on every way. But if they repent, perform prayers, and pay alms-tax, then set them free. Indeed, Allah is All-Forgiving, Most Merciful.",156,10,2,75,129,6236,Medinan,False,nan,28,"[فإذا,ٱنسلخ,ٱلأشهر,ٱلحرم,فٱقتلوا,ٱلمشركين,حيث,وجدتموهم,وخذوهم,وٱحصروهم,وٱقعدوا,لهم,كل,مرصد,,فإن,تابوا,وأقاموا,ٱلصلوة,وءاتوا,ٱلزكوة,فخلوا,سبيلهم,,إن,ٱلله,غفور,رحيم]"
9,The Repentance,التوبة,At-Tawbah,6,1241,وإن أحد من ٱلمشركين ٱستجارك فأجره حتى يسمع كلم ٱلله ثم أبلغه مأمنهۥ  ذلك بأنهم قوم لا يعلمون,"And if anyone from the polytheists asks for your protection ˹O Prophet˺, grant it to them so they may hear the Word of Allah, then escort them to a place of safety, for they are a people who have no knowledge.",156,10,2,75,129,6236,Medinan,False,nan,19,"[وإن,أحد,من,ٱلمشركين,ٱستجارك,فأجره,حتى,يسمع,كلم,ٱلله,ثم,أبلغه,مأمنهۥ,,ذلك,بأنهم,قوم,لا,يعلمون]"
9,The Repentance,التوبة,At-Tawbah,7,1242,كيف يكون للمشركين عهد عند ٱلله وعند رسولهۦ إلا ٱلذين عهدتم عند ٱلمسجد ٱلحرام  فما ٱستقموا لكم فٱستقيموا لهم  إن ٱلله يحب ٱلمتقين,"How can such polytheists have a treaty with Allah and His Messenger, except those you have made a treaty with at the Sacred Mosque? So, as long as they are true to you, be true to them. Indeed Allah loves those who are mindful ˹of Him˺.",157,10,2,75,129,6236,Medinan,False,nan,25,"[كيف,يكون,للمشركين,عهد,عند,ٱلله,وعند,رسولهۦ,إلا,ٱلذين,عهدتم,عند,ٱلمسجد,ٱلحرام,,فما,ٱستقموا,لكم,فٱستقيموا,لهم,,إن,ٱلله,يحب,ٱلمتقين]"
9,The Repentance,التوبة,At-Tawbah,8,1243,كيف وإن يظهروا عليكم لا يرقبوا فيكم إلا ولا ذمة  يرضونكم بأفوههم وتأبى قلوبهم وأكثرهم فسقون,"How ˹can they have a treaty˺? If they were to have the upper hand over you, they would have no respect for kinship or treaty. They only flatter you with their tongues, but their hearts are in denial, and most of them are rebellious.",157,10,2,75,129,6236,Medinan,False,nan,17,"[كيف,وإن,يظهروا,عليكم,لا,يرقبوا,فيكم,إلا,ولا,ذمة,,يرضونكم,بأفوههم,وتأبى,قلوبهم,وأكثرهم,فسقون]"
9,The Repentance,التوبة,At-Tawbah,9,1244,ٱشتروا بـايت ٱلله ثمنا قليلا فصدوا عن سبيلهۦ  إنهم ساء ما كانوا يعملون,"They chose a fleeting gain over Allah’s revelations, hindering ˹others˺ from His Way. Evil indeed is what they have done!",157,10,2,75,129,6236,Medinan,False,nan,14,"[ٱشتروا,بـايت,ٱلله,ثمنا,قليلا,فصدوا,عن,سبيلهۦ,,إنهم,ساء,ما,كانوا,يعملون]"
9,The Repentance,التوبة,At-Tawbah,10,1245,لا يرقبون فى مؤمن إلا ولا ذمة  وأولئك هم ٱلمعتدون,They do not honour the bonds of kinship or treaties with the believers. It is they who are the transgressors.,157,10,2,75,129,6236,Medinan,False,nan,11,"[لا,يرقبون,فى,مؤمن,إلا,ولا,ذمة,,وأولئك,هم,ٱلمعتدون]"
9,The Repentance,التوبة,At-Tawbah,11,1246,فإن تابوا وأقاموا ٱلصلوة وءاتوا ٱلزكوة فإخونكم فى ٱلدين  ونفصل ٱلءايت لقوم يعلمون,"But if they repent, perform prayer, and pay alms-tax, then they are your brothers in faith. This is how We make the revelations clear for people of knowledge.",157,10,2,75,129,6236,Medinan,False,nan,14,"[فإن,تابوا,وأقاموا,ٱلصلوة,وءاتوا,ٱلزكوة,فإخونكم,فى,ٱلدين,,ونفصل,ٱلءايت,لقوم,يعلمون]"
9,The Repentance,التوبة,At-Tawbah,12,1247,وإن نكثوا أيمنهم من بعد عهدهم وطعنوا فى دينكم فقتلوا أئمة ٱلكفر  إنهم لا أيمن لهم لعلهم ينتهون,"But if they break their oaths after making a pledge and attack your faith, then fight the champions of disbelief—who never honour their oaths—so perhaps they will desist.",157,10,2,75,129,6236,Medinan,False,nan,19,"[وإن,نكثوا,أيمنهم,من,بعد,عهدهم,وطعنوا,فى,دينكم,فقتلوا,أئمة,ٱلكفر,,إنهم,لا,أيمن,لهم,لعلهم,ينتهون]"
9,The Repentance,التوبة,At-Tawbah,13,1248,ألا تقتلون قوما نكثوا أيمنهم وهموا بإخراج ٱلرسول وهم بدءوكم أول مرة  أتخشونهم  فٱلله أحق أن تخشوه إن كنتم مؤمنين,"Will you not fight those who have broken their oaths, conspired to expel the Messenger ˹from Mecca˺, and attacked you first? Do you fear them? Allah is more deserving of your fear, if you are ˹true˺ believers.",157,10,2,75,129,6236,Medinan,False,nan,22,"[ألا,تقتلون,قوما,نكثوا,أيمنهم,وهموا,بإخراج,ٱلرسول,وهم,بدءوكم,أول,مرة,,أتخشونهم,,فٱلله,أحق,أن,تخشوه,إن,كنتم,مؤمنين]"
9,The Repentance,التوبة,At-Tawbah,14,1249,قتلوهم يعذبهم ٱلله بأيديكم ويخزهم وينصركم عليهم ويشف صدور قوم مؤمنين,"˹So˺ fight them and Allah will punish them at your hands, put them to shame, help you overcome them, and soothe the hearts of the believers—",157,10,2,75,129,6236,Medinan,False,nan,11,"[قتلوهم,يعذبهم,ٱلله,بأيديكم,ويخزهم,وينصركم,عليهم,ويشف,صدور,قوم,مؤمنين]"
9,The Repentance,التوبة,At-Tawbah,15,1250,ويذهب غيظ قلوبهم  ويتوب ٱلله على من يشاء  وٱلله عليم حكيم,"removing rage from their hearts. And Allah pardons whoever He wills. For Allah is All-Knowing, All-Wise.",157,10,2,75,129,6236,Medinan,False,nan,13,"[ويذهب,غيظ,قلوبهم,,ويتوب,ٱلله,على,من,يشاء,,وٱلله,عليم,حكيم]"
9,The Repentance,التوبة,At-Tawbah,16,1251,أم حسبتم أن تتركوا ولما يعلم ٱلله ٱلذين جهدوا منكم ولم يتخذوا من دون ٱلله ولا رسولهۦ ولا ٱلمؤمنين وليجة  وٱلله خبير بما تعملون,"Do you ˹believers˺ think that you will be left without Allah proving who among you ˹truly˺ struggles ˹in His cause˺ and never takes trusted allies other than Allah, His Messenger, or the believers? And Allah is All-Aware of what you do.",157,10,2,75,129,6236,Medinan,False,nan,25,"[أم,حسبتم,أن,تتركوا,ولما,يعلم,ٱلله,ٱلذين,جهدوا,منكم,ولم,يتخذوا,من,دون,ٱلله,ولا,رسولهۦ,ولا,ٱلمؤمنين,وليجة,,وٱلله,خبير,بما,تعملون]"
9,The Repentance,التوبة,At-Tawbah,17,1252,ما كان للمشركين أن يعمروا مسجد ٱلله شهدين على أنفسهم بٱلكفر  أولئك حبطت أعملهم وفى ٱلنار هم خلدون,"It is not for the polytheists to maintain the mosques of Allah while they openly profess disbelief. Their deeds are void, and they will be in the Fire forever.",158,10,2,75,129,6236,Medinan,False,nan,19,"[ما,كان,للمشركين,أن,يعمروا,مسجد,ٱلله,شهدين,على,أنفسهم,بٱلكفر,,أولئك,حبطت,أعملهم,وفى,ٱلنار,هم,خلدون]"
9,The Repentance,التوبة,At-Tawbah,18,1253,إنما يعمر مسجد ٱلله من ءامن بٱلله وٱليوم ٱلءاخر وأقام ٱلصلوة وءاتى ٱلزكوة ولم يخش إلا ٱلله  فعسى أولئك أن يكونوا من ٱلمهتدين,"The mosques of Allah should only be maintained by those who believe in Allah and the Last Day, establish prayer, pay alms-tax, and fear none but Allah. It is right to hope that they will be among the ˹truly˺ guided.",158,10,2,75,129,6236,Medinan,False,nan,24,"[إنما,يعمر,مسجد,ٱلله,من,ءامن,بٱلله,وٱليوم,ٱلءاخر,وأقام,ٱلصلوة,وءاتى,ٱلزكوة,ولم,يخش,إلا,ٱلله,,فعسى,أولئك,أن,يكونوا,من,ٱلمهتدين]"
